,train,validation
0,1.2200813645182687,1.302902531405601
1,1.5859013477743065,2.493367042865395
2,3.140243158682474,2.5190320353898095
3,4.003968970270468,5.328271693704819
4,1.9030682612808074,1.5470368023773498
5,0.8642218445269558,1.2884875670228053
6,0.8267599805063102,1.3409789993383872
7,0.8137635144618356,1.391703649436201
8,0.7865724473163955,1.20762193169008
9,0.7468694572926188,1.2840045108947942
10,0.7261166302316286,1.2559124103135784
11,0.7128877645802592,1.2695364545449674
12,0.6988597965111579,1.208383056765096
13,0.6960272646487462,1.1615506032253455
14,0.6871230997713703,1.1920715256555263
15,0.6747397110483465,1.2011027822866223
16,0.6636917913854362,1.1743048871074888
17,0.6511086609857598,1.130031600740767
18,0.644774599893013,1.1077275486871523
19,0.6472657187273195,1.1563308649692015
20,0.6547224532363743,1.0049582362669416
21,0.6313359431201127,1.0036255970514578
22,0.6165682212691684,1.004549306613637
23,0.6071247701729344,0.9944238033611087
24,0.6271695715548696,1.1072976165220831
25,0.5968867422667065,0.9918295351536195
26,0.5892926749756803,0.9856714107798965
27,0.5854089755559231,0.9480391082220548
28,0.5835564981038385,0.9400335193821869
29,0.5862901898637144,0.8966743751400037
30,0.5646462834973683,0.9565115086355162
31,0.5605661327116528,0.953241627473067
32,0.5466945469997727,0.8930418659944048
33,0.5392792053197709,0.8974578130361942
34,0.5541759821144213,0.826463949211421
35,0.5218967767040213,0.8645519031003358
36,0.5278826911184669,0.8866676298422919
37,0.5061005382243895,0.8325286482469602
38,0.5007037603723996,0.8281714032198396
39,0.5140629020850082,0.7792308670969782
40,0.4916565528157997,0.7718947760124526
41,0.4982996769429342,0.7567031873592031
42,0.5247020049896471,0.8544660922932709
43,0.5076662301770553,0.7454626680674525
44,0.4565702960950979,0.7358615767026928
45,0.445234868327526,0.7268001174460674
46,0.47658712953431853,0.7553705426079549
47,0.46574848377047573,0.7288020009974762
48,0.443082099785683,0.7122048471195003
49,0.45977678485475004,0.7170748335166323
50,0.4203885873310994,0.6707757322595981
51,0.4023003687472959,0.6699725671829606
52,0.3924630858995099,0.6537646515725007
53,0.3926777108077323,0.6524839191350462
54,0.3929866420609765,0.6373298376112762
55,0.3831202097223971,0.6307503358271147
56,0.37083690347438825,0.6137965335956649
57,0.37611611554846,0.6082563074683509
58,0.45945599071111654,0.7039717551841609
59,0.42708062380017364,0.6449189354251051
60,0.41603836675125483,0.6618209014712666
61,0.4551416350390751,0.6410343091458545
62,0.4249019828422403,0.6758503258724431
63,0.43347523040257646,0.6369960977626551
64,0.3712895298803835,0.6142432132998342
65,0.3907138794713523,0.6154658352863889
66,0.3644014624505219,0.6024027569567373
67,0.3759323712147623,0.5813946338610866
68,0.4236097540288861,0.6290101522228697
69,0.40060196959879446,0.5606392579837259
70,0.37554962704461703,0.6079580576857537
71,0.38280741294998855,0.5497804090321602
72,0.35526267036897635,0.564713996833308
73,0.4036277822202532,0.5524082514035354
74,0.5098172792252872,0.6987978760628424
75,0.6399518298916961,0.7429803977098748
76,0.5817858705008235,0.7705580330407295
77,0.48792925659985686,0.6411484123326733
78,0.4209920085142015,0.6736084185503511
79,0.3700605018149814,0.5500233184666936
80,0.3507927314439278,0.5792840544963994
81,0.3213788482111422,0.548708532045896
82,0.3419907196298244,0.5466010444700664
83,0.3145118567932812,0.5416365491701168
84,0.3128764864857285,0.5173404879084588
85,0.3144195602413639,0.5176267891704414
86,0.3239814144183398,0.5085819311671187
87,0.30983522523052887,0.51629751975911
88,0.31301968965854615,0.5312804854072629
89,0.3163911198357764,0.5282362129132474
90,0.348062490906519,0.5651384971832429
91,0.3701273028303714,0.5459325395752884
92,0.38275991207745624,0.5517127483240769
93,0.3556175385314911,0.5586033333225493
94,0.36740761421242885,0.5118543780773305
95,0.3123823529537572,0.5296953228371517
96,0.3175922832663541,0.4927246908117215
97,0.3858794361172684,0.5734653779901819
98,0.3615906337184641,0.5150278932041128
99,0.3297659789047198,0.5379952627889716
100,0.3641708593538161,0.4864919037117189
101,0.45962671202620703,0.6631599079558314
102,0.34808614996912374,0.5075578136038464
103,0.3220696801537792,0.5466503002462653
104,0.35223125285423434,0.4957525998485371
105,0.29501042525713994,0.5011351090697965
106,0.32742078020291193,0.496461510051094
107,0.3161174316223123,0.5099169137946445
108,0.34857234207050813,0.5130446396359702
109,0.31433655979552333,0.5037485976601779
110,0.34718929345089405,0.4971798944870511
111,0.32505969872614887,0.5103790913837355
112,0.30192186353589784,0.4935901880825685
113,0.34377855660191636,0.518845566779164
114,0.4294383122157149,0.5580708078370656
115,0.41077664105979517,0.6015724463642531
116,0.35436801846461974,0.5094984722425445
117,0.3598964980776111,0.564847128829511
118,0.3510745365495681,0.5036889275344768
119,0.36975358562162136,0.5653298472720562
120,0.36144642114735515,0.5124210404168568
121,0.3253102746111741,0.5237894752573001
122,0.2834631040339289,0.4910159612362866
123,0.2923766460663118,0.48829527169814724
124,0.27855355096500684,0.4715122019940727
125,0.2776171420079933,0.4684500267031406
126,0.29531369387018225,0.4623166887326788
127,0.2760467510702287,0.4615176871655266
128,0.3009517348295798,0.4969517612387173
129,0.31198010328273806,0.4765089100093093
130,0.3016972132786576,0.454835766692758
131,0.29360882114787196,0.48593306819752247
132,0.3122627975266722,0.4686568418108417
133,0.324783583004324,0.5094986447678029
134,0.4280829349669193,0.5101631926419389
135,0.43491173848789016,0.6052989787221849
136,0.4690115250790593,0.5403104510275981
137,0.5989478060641588,0.7089199421064474
138,0.4372107109101675,0.5323719954141268
139,0.31254497928129343,0.5278160408857232
140,0.2907711891027614,0.4744363858514898
141,0.32920638294648275,0.5161471371559075
142,0.2929545343628595,0.4627480835408753
143,0.275898299257995,0.46973736660368215
144,0.28192597516792595,0.45388122225966343
145,0.29027180137076386,0.5007493179959206
146,0.2824252255541643,0.4570179209473845
147,0.28137588714214173,0.48088098143279034
148,0.2877938646220703,0.4550298827888538
149,0.3613205088913218,0.5537697620925389
150,0.311204098404185,0.46703330359737855
151,0.36863036605602134,0.5542419616639982
152,0.325125279978578,0.5115951532764175
153,0.2749975031064282,0.46562242760914596
154,0.27761581848201305,0.4632869165851468
155,0.269484143957738,0.4588746392695846
156,0.27562906055537,0.45112694360161876
157,0.29898579622455673,0.47743773626784075
158,0.27139940771274557,0.4544018984588863
159,0.29015503218548,0.4764394321391936
160,0.2968945586164714,0.4671200800694294
161,0.3149096607437462,0.4811253378156689
162,0.3419369883636064,0.4815736359330333
163,0.3505599082664545,0.5101235111001938
164,0.2935417654839323,0.47836584274437177
165,0.32480645159217414,0.5100234020437102
166,0.2960512046535309,0.4533159730055998
167,0.2700738371160259,0.4570539104063553
168,0.26684913020053685,0.45489406675879906
169,0.28350338635580785,0.43363341940780675
170,0.2643127233604252,0.44166145985262123
171,0.2645048613066976,0.44784437136154337
172,0.2645124438936571,0.4417762813331946
173,0.2679638481767545,0.43509686962619804
174,0.30839323974717947,0.5028983807820281
175,0.2894085622418239,0.43466912923118545
176,0.274588937089235,0.479016194259313
177,0.29055390752513843,0.44740793927168715
178,0.31513838149540935,0.5139206129974057
179,0.26657024730845547,0.445068685897585
180,0.267181519241917,0.45422957906202166
181,0.3242541332788127,0.4555175756422142
182,0.3117820849706834,0.48465425130592305
